previous_predicted,sentence,expected,predicted,reasoning
A2,Esta noche vamos a la iglesia.,A2,A1,"The sentence uses simple present tense with basic vocabulary ('vamos', 'iglesia') to describe a planned activity. There are no idiomatic expressions, modal verbs, or complex structures, which aligns with A1 criteria."
B1,¿Cómo estás? ¿Tuviste un buen viaje?,B1,B1,"The sentence uses the past tense ('tuviste') which is a key feature of B1 level grammar. While the first question is A1, the inclusion of the preterite tense in the second question elevates the classification to B1."
A1,No me siento bien.,A1,A1,"The sentence uses a simple present tense ('siento') with basic vocabulary to express a common feeling. It lacks idioms, connectors, or complex grammar, fitting the A1 level criteria."
A1,¡Llama a la policía!,A1,B1,"The sentence uses the imperative form 'Llama', which is typically introduced at B1 level. It is a direct command without complex grammar or abstract concepts."
A2,¡Es demasiado caro!,A2,A1,The sentence uses simple present tense with basic vocabulary ('es demasiado caro') and no idioms or complex structures. It is a straightforward expression of opinion.
B1,Ella está fingiendo dormir. Por eso no está roncando.,B1,B1,"The sentence uses present continuous tense and a cause-effect connector ('por eso'), which aligns with B1 level reasoning and grammar. It connects two independent clauses with a logical relationship, typical of B1 complexity."
A2,Mis zapatos son demasiado pequeños. Necesito unos nuevos.,A2,A2,"The sentence uses the modal verb 'necesito' (need), which is included in A2 criteria. It also contains basic vocabulary and simple present tense, but the presence of a modal verb classifies it as A2 rather than A1."
B1,Nos estamos saliendo de aquí. La policía viene.,B1,B1,"The sentence uses the present continuous tense ('estamos saliendo'), which is typically introduced at the B1 level. While the vocabulary is basic, the grammatical structure (present continuous) classifies it as B1 according to the guidelines."
A1,¡Feliz Navidad!,A1,A1,"The sentence uses a simple present tense greeting with basic vocabulary. It lacks idioms, connectors, or complex grammar, fitting the A1 level criteria."
C1,¡Sería genial si pudiera hablar diez idiomas!,C1,C1,"The sentence uses a complex conditional structure ('si pudiera') with the subjunctive mood, which is characteristic of C1 level grammar. It expresses a hypothetical scenario, requiring nuanced understanding of conditional and subjunctive forms."
C1,"""Si estás cansado, ¿por qué no te vas a dormir?"" ""Porque si me duermo ahora, me despertaré demasiado temprano.""",C1,B1,"The sentence uses conditional structures ('si' clauses) and future tense ('me despertaré'), which are typical of B1 level grammar. It involves everyday reasoning and hypothetical situations, aligning with B1's focus on past, future, and present perfect tenses."
B1,Deberías haberme escuchado.,B1,B2,"The sentence uses the conditional perfect tense ('deberías haberme escuchado'), which is a more advanced grammatical structure typically introduced at B2 level. It expresses a hypothetical past action that did not occur, requiring knowledge of conditional forms and past participles. While the vocabulary is simple, the grammatical complexity aligns with B2 criteria."
B2,Es un completo desastre y me está poniendo de los nervios.,B2,A2,"The sentence uses an idiomatic expression ('me está poniendo de los nervios') and simple present/continuous tenses, which aligns with A2 criteria for idioms and basic emotional expressions."
C2,"Cuando se toca el cuerpo, los receptores en la piel envían mensajes al cerebro, lo que provoca la liberación de sustancias químicas como las endorfinas.",C2,C2,"The sentence discusses a scientific process (neurological response to touch) using technical vocabulary (receptores, endorfinas) and complex academic language, which aligns with C2's focus on abstract or academic content. The structure is grammatically correct but not overly complex, but the specialized terminology and subject matter justify the highest level."
A1,¿En qué consiste?,A1,C2,"The sentence is an abstract, philosophical question seeking an explanation or definition, which aligns with C2-level content focused on abstract or academic topics."
B1,Se espera que ciento cincuenta mil parejas se casen en Shanghái en 2006.,B1,C2,"The sentence discusses a statistical expectation in an academic/abstract context ('Se espera que...'), which aligns with C2's focus on abstract or academic language. While the grammar (subjunctive 'se casen') is present, the classification is primarily driven by the abstract, data-driven phrasing typical of higher-level discourse."
C1,Los seleccionados tendrán que someterse a exhaustivas pruebas médicas y psicológicas.,C1,C2,"The sentence uses advanced academic vocabulary ('exhaustivas pruebas médicas y psicológicas') and discusses a formal, institutional process. While grammatically simple, the abstract and specialized content aligns with C2's focus on academic or professional contexts."
C2,Medio millón de niños aún enfrenta la desnutrición en Níger.,C2,C2,"The sentence discusses a serious global issue (malnutrition in Niger) using precise terminology and formal language, which aligns with C2's focus on abstract or academic topics. Despite the simple present tense, the content's gravity and specificity qualify it for the highest level."
B1,Tomará de cinco a diez años para que la tecnología esté lista.,B1,B2,"The sentence uses the subjunctive mood after 'para que' (esté lista), which is a common subjunctive trigger in B2 level Spanish. The structure involves a future tense ('Tomará') combined with a subordinate clause requiring the subjunctive, a typical B2 grammatical construction. While the topic (technology) is technical, the sentence lacks abstract or philosophical depth, which would classify it as C2. The grammar and vocabulary align with B2 standards."
C2,Las bicicletas son herramientas para la sostenibilidad urbana.,C2,C2,"The sentence discusses an abstract and academic concept (urban sustainability) using advanced vocabulary ('sostenibilidad urbana'), which aligns with C2-level content despite the simple grammatical structure."
C1,El gobierno francés ha lanzado un juego en línea que desafía a los contribuyentes a equilibrar el presupuesto nacional.,C1,C2,"The sentence discusses an abstract governmental initiative related to economic policy and public engagement, using specific terminology like 'presupuesto nacional' and complex structures. It reflects academic or policy-oriented language, aligning with C2 criteria for abstract or specialized content."
B1,Él se alegraría de escuchar eso.,B1,C1,"The sentence uses the conditional tense ('alegraría'), which is considered a complex conditional structure under C1. While the vocabulary is basic, the grammatical construction (conditional mood) aligns with C1's focus on complex conditionals and nuanced expressions."
C2,¿Qué crees que es verdad aunque no puedas probarlo?,C2,C2,"The sentence is abstract and philosophical, discussing the concept of truth and proof, which aligns with C2's focus on abstract or academic language."
C1,Las computadoras hacen que las personas sean estúpidas.,C1,C2,"The sentence makes an abstract, philosophical claim about the impact of technology on human intelligence, which aligns with C2-level content. While the grammar is simple (present tense + subjunctive), the abstract nature of the statement and its generalization about societal effects qualify it for C2."
